Date,Adj Close,Ticker
2003-05-21,0.2709192037582397,AAPL
2003-05-22,0.2768383026123047,AAPL
2003-05-23,0.2780528366565704,AAPL
2003-05-27,0.2865522503852844,AAPL
2003-05-28,0.2774460613727569,AAPL
2003-05-29,0.2747134566307068,AAPL
2003-05-30,0.2724372744560241,AAPL
2003-06-02,0.2648481428623199,AAPL
2003-06-03,0.2627232670783996,AAPL
2003-06-04,0.2671250700950622,AAPL
2003-06-05,0.2677319347858429,AAPL
2003-06-06,0.2602949440479278,AAPL
2003-06-09,0.2548306882381439,AAPL
2003-06-10,0.2607505023479461,AAPL
2003-06-11,0.2648481428623199,AAPL
2003-06-12,0.2697046995162964,AAPL
2003-06-13,0.2643925547599792,AAPL
2003-06-16,0.2772937715053558,AAPL
2003-06-17,0.2760793566703796,AAPL
2003-06-18,0.2901950776576996,AAPL
2003-06-19,0.2904984951019287,AAPL
2003-06-20,0.291408896446228,AAPL
2003-06-23,0.2892839908599853,AAPL
2003-06-24,0.2850342690944671,AAPL
2003-06-25,0.2897394895553589,AAPL
2003-06-26,0.2927746176719665,AAPL
2003-06-27,0.2842753231525421,AAPL
2003-06-30,0.2892839908599853,AAPL
2003-07-01,0.2897394895553589,AAPL
2003-07-02,0.2924712300300598,AAPL
2003-07-03,0.2903463542461395,AAPL
2003-07-07,0.301577478647232,AAPL
2003-07-08,0.3096222281455993,AAPL
2003-07-09,0.3018817901611328,AAPL
2003-07-10,0.2971765100955963,AAPL
2003-07-11,0.3012740612030029,AAPL
2003-07-14,0.3020330667495727,AAPL
2003-07-15,0.2976319491863251,AAPL
2003-07-16,0.301577478647232,AAPL
2003-07-17,0.3172105252742767,AAPL
2003-07-18,0.3166037499904632,AAPL
2003-07-21,0.3128094971179962,AAPL
2003-07-22,0.3156934976577759,AAPL
2003-07-23,0.3155412971973419,AAPL
2003-07-24,0.3112916350364685,AAPL
2003-07-25,0.3269245326519012,AAPL
2003-07-28,0.3185765743255615,AAPL
2003-07-29,0.3144789040088653,AAPL
2003-07-30,0.3078008592128753,AAPL
2003-07-31,0.3199431002140045,AAPL
2003-08-01,0.3146309852600097,AAPL
2003-08-04,0.3219158053398132,AAPL
2003-08-05,0.3093187212944031,AAPL
2003-08-06,0.2979354560375213,AAPL
2003-08-07,0.3024885952472687,AAPL
2003-08-08,0.2980868518352508,AAPL
2003-08-11,0.2983902096748352,AAPL
2003-08-12,0.2989979386329651,AAPL
2003-08-13,0.3062827587127685,AAPL
2003-08-14,0.3030955493450165,AAPL
2003-08-15,0.2991493046283722,AAPL
2003-08-18,0.3087110519409179,AAPL
2003-08-19,0.3084076642990112,AAPL
2003-08-20,0.3188806176185608,AAPL
2003-08-21,0.3290493488311767,AAPL
2003-08-22,0.31690713763237,AAPL
2003-08-25,0.3166037499904632,AAPL
2003-08-26,0.3194875419139862,AAPL
2003-08-27,0.3260132968425751,AAPL
2003-08-28,0.3367897570133209,AAPL
2003-08-29,0.3431644141674042,AAPL
2003-09-02,0.3468072414398193,AAPL
2003-09-03,0.3483243584632873,AAPL
2003-09-04,0.3465037941932678,AAPL
2003-09-05,0.3414950370788574,AAPL
2003-09-08,0.3451370894908905,AAPL
2003-09-09,0.3395214974880218,AAPL
2003-09-10,0.3366376757621765,AAPL
2003-09-11,0.3424053192138672,AAPL
2003-09-12,0.3506012856960296,AAPL
2003-09-15,0.3370931148529053,AAPL
2003-09-16,0.3393702208995819,AAPL
2003-09-17,0.3357273936271667,AAPL
2003-09-18,0.3472619950771332,AAPL
2003-09-19,0.3427087962627411,AAPL
2003-09-22,0.3351204991340637,AAPL
2003-09-23,0.3404325842857361,AAPL
2003-09-24,0.3235851228237152,AAPL
2003-09-25,0.3100769519805908,AAPL
2003-09-26,0.3140232861042022,AAPL
2003-09-29,0.3232817649841308,AAPL
2003-09-30,0.3144789040088653,AAPL
2003-10-01,0.3155412971973419,AAPL
2003-10-02,0.312201976776123,AAPL
2003-10-03,0.3292006552219391,AAPL
2003-10-06,0.3383078277111053,AAPL
2003-10-07,0.3524227440357208,AAPL
2003-10-08,0.3499944806098938,AAPL
